product_id,product_name_y,description,,,
472,Dell Inspiron Laptop,"The Dell Inspiron Laptop is a powerful and versatile computer, suitable for both work and entertainment. It combines high performance with portability.",,,
473,New Balance Running Shorts,"The New Balance Running Shorts is a high-quality Sports product, designed to meet all your needs and exceed expectations.",,,
474,Reebok Running Shoes,"The Reebok Running Shoes are designed for comfort and performance, making them perfect for athletes and fitness enthusiasts.",,,
475,Apple MacBook Pro,"The Apple MacBook Pro is a high-quality Electronics product, designed to meet all your needs and exceed expectations.",,,
476,Dell Inspiron Laptop,"The Dell Inspiron Laptop is a powerful and versatile computer, suitable for both work and entertainment. It combines high performance with portability.",,,
477,Adidas Sports Bag,"The Adidas Sports Bag is a high-quality Sports product, designed to meet all your needs and exceed expectations.",,,
478,Roku Streaming Stick,"The Roku Streaming Stick is a high-quality Electronics product, designed to meet all your needs and exceed expectations.",,,
479,Bose QuietComfort 35,"The Bose QuietComfort 35 is a high-quality Electronics product, designed to meet all your needs and exceed expectations.",,,
480,Google Nest Hub,"The Google Nest Hub is a high-quality Electronics product, designed to meet all your needs and exceed expectations.",,,
481,Samsung Galaxy Tab,"The Samsung Galaxy Tab by Samsung offers cutting-edge features and performance, ideal for those who want a high-end smartphone experience.",,,
482,Google Nest Hub,"The Google Nest Hub is a high-quality Electronics product, designed to meet all your needs and exceed expectations.",,,
483,Dell Inspiron Laptop,"The Dell Inspiron Laptop is a powerful and versatile computer, suitable for both work and entertainment. It combines high performance with portability.",,,
484,Bose QuietComfort 35,"The Bose QuietComfort 35 is a high-quality Electronics product, designed to meet all your needs and exceed expectations.",,,
485,Reebok Running Shoes,"The Reebok Running Shoes are designed for comfort and performance, making them perfect for athletes and fitness enthusiasts.",,,
486,Canon EOS M50,"The Canon EOS M50 is a high-quality Electronics product, designed to meet all your needs and exceed expectations.",,,
487,Asics Gel-Kayano 27,"The Asics Gel-Kayano 27 is a high-quality Sports product, designed to meet all your needs and exceed expectations.",,,
488,Adidas Sports Bag,"The Adidas Sports Bag is a high-quality Sports product, designed to meet all your needs and exceed expectations.",,,
489,Apple MacBook Pro,"The Apple MacBook Pro is a high-quality Electronics product, designed to meet all your needs and exceed expectations.",,,
490,Samsung Galaxy Tab,"The Samsung Galaxy Tab by Samsung offers cutting-edge features and performance, ideal for those who want a high-end smartphone experience.",,,
491,Asics Gel-Kayano 27,"The Asics Gel-Kayano 27 is a high-quality Sports product, designed to meet all your needs and exceed expectations.",,,
492,Samsung Galaxy Tab,"The Samsung Galaxy Tab by Samsung offers cutting-edge features and performance, ideal for those who want a high-end smartphone experience.",,,
493,Google Nest Hub,"The Google Nest Hub is a high-quality Electronics product, designed to meet all your needs and exceed expectations.",,,
494,Apple Watch Series 6,"The Apple Watch Series 6 is a high-quality Electronics product, designed to meet all your needs and exceed expectations.",,,
495,Wilson Tennis Racket,"The Wilson Tennis Racket is a high-quality Sports product, designed to meet all your needs and exceed expectations.",,,
496,Reebok Running Shoes,"The Reebok Running Shoes are designed for comfort and performance, making them perfect for athletes and fitness enthusiasts.",,,
497,New Balance Running Shorts,"The New Balance Running Shorts is a high-quality Sports product, designed to meet all your needs and exceed expectations.",,,
498,Asics Gel-Kayano 27,"The Asics Gel-Kayano 27 is a high-quality Sports product, designed to meet all your needs and exceed expectations.",,,
499,Adidas Sports Bag,"The Adidas Sports Bag is a high-quality Sports product, designed to meet all your needs and exceed expectations.",,,
500,Garmin Forerunner 45,"The Garmin Forerunner 45 is a high-quality Sports product, designed to meet all your needs and exceed expectations.",,,
501,Organic Apples,Description of the product,path/to/image.jpg,Grocery,Organic Apples
502,Bananas,Description of the product,path/to/image.jpg,Grocery,Bananas
503,Almond Milk,Description of the product,path/to/image.jpg,Grocery,Almond Milk
504,Brown Rice,Description of the product,path/to/image.jpg,Grocery,Brown Rice
505,Chia Seeds,Description of the product,path/to/image.jpg,Grocery,Chia Seeds
506,Quinoa,Description of the product,path/to/image.jpg,Grocery,Quinoa
507,Greek Yogurt,Description of the product,path/to/image.jpg,Grocery,Greek Yogurt
508,Oats,Description of the product,path/to/image.jpg,Grocery,Oats
509,Chicken Breast,Description of the product,path/to/image.jpg,Grocery,Chicken Breast
510,Spinach,Description of the product,path/to/image.jpg,Grocery,Spinach
511,Broccoli,Description of the product,path/to/image.jpg,Grocery,Broccoli
512,Avocado,Description of the product,path/to/image.jpg,Grocery,Avocado
513,Blueberries,Description of the product,path/to/image.jpg,Grocery,Blueberries
514,Salmon,Description of the product,path/to/image.jpg,Grocery,Salmon
515,Almonds,Description of the product,path/to/image.jpg,Grocery,Almonds
516,Sweet Potatoes,Description of the product,path/to/image.jpg,Grocery,Sweet Potatoes
517,Eggs,Description of the product,path/to/image.jpg,Grocery,Eggs
518,Coconut Oil,Description of the product,path/to/image.jpg,Grocery,Coconut Oil
519,Green Tea,Description of the product,path/to/image.jpg,Grocery,Green Tea
520,Garlic,Description of the product,path/to/image.jpg,Grocery,Garlic
521,Bell Peppers,Description of the product,path/to/image.jpg,Grocery,Bell Peppers
522,Carrots,Description of the product,path/to/image.jpg,Grocery,Carrots
523,Walnuts,Description of the product,path/to/image.jpg,Grocery,Walnuts
524,Tomatoes,Description of the product,path/to/image.jpg,Grocery,Tomatoes
525,Black Beans,Description of the product,path/to/image.jpg,Grocery,Black Beans
526,Chickpeas,Description of the product,path/to/image.jpg,Grocery,Chickpeas
527,Cucumber,Description of the product,path/to/image.jpg,Grocery,Cucumber
528,Oranges,Description of the product,path/to/image.jpg,Grocery,Oranges
529,Kale,Description of the product,path/to/image.jpg,Grocery,Kale
530,Peanut Butter,Description of the product,path/to/image.jpg,Grocery,Peanut Butter
531,Refrigerator,Description of the product,path/to/image.jpg,Home Appliances,Refrigerator
532,Washing Machine,Description of the product,path/to/image.jpg,Home Appliances,Washing Machine
533,Microwave Oven,Description of the product,path/to/image.jpg,Home Appliances,Microwave Oven
534,Air Conditioner,Description of the product,path/to/image.jpg,Home Appliances,Air Conditioner
535,Vacuum Cleaner,Description of the product,path/to/image.jpg,Home Appliances,Vacuum Cleaner
536,Dishwasher,Description of the product,path/to/image.jpg,Home Appliances,Dishwasher
537,Electric Kettle,Description of the product,path/to/image.jpg,Home Appliances,Electric Kettle
538,Toaster,Description of the product,path/to/image.jpg,Home Appliances,Toaster
539,Coffee Maker,Description of the product,path/to/image.jpg,Home Appliances,Coffee Maker
540,Blender,Description of the product,path/to/image.jpg,Home Appliances,Blender
541,Iron,Description of the product,path/to/image.jpg,Home Appliances,Iron
542,Hair Dryer,Description of the product,path/to/image.jpg,Home Appliances,Hair Dryer
543,Water Purifier,Description of the product,path/to/image.jpg,Home Appliances,Water Purifier
544,Room Heater,Description of the product,path/to/image.jpg,Home Appliances,Room Heater
545,Air Purifier,Description of the product,path/to/image.jpg,Home Appliances,Air Purifier
546,Fan,Description of the product,path/to/image.jpg,Home Appliances,Fan
547,Mixer Grinder,Description of the product,path/to/image.jpg,Home Appliances,Mixer Grinder
548,Electric Rice Cooker,Description of the product,path/to/image.jpg,Home Appliances,Electric Rice Cooker
549,Induction Cooktop,Description of the product,path/to/image.jpg,Home Appliances,Induction Cooktop
550,Juicer,Description of the product,path/to/image.jpg,Home Appliances,Juicer
551,Electric Grill,Description of the product,path/to/image.jpg,Home Appliances,Electric Grill
552,Handheld Vacuum,Description of the product,path/to/image.jpg,Home Appliances,Handheld Vacuum
553,Steam Iron,Description of the product,path/to/image.jpg,Home Appliances,Steam Iron
554,Electric Shaver,Description of the product,path/to/image.jpg,Home Appliances,Electric Shaver
555,Bread Maker,Description of the product,path/to/image.jpg,Home Appliances,Bread Maker
556,Electric Pressure Cooker,Description of the product,path/to/image.jpg,Home Appliances,Electric Pressure Cooker
557,Deep Fryer,Description of the product,path/to/image.jpg,Home Appliances,Deep Fryer
558,Portable Heater,Description of the product,path/to/image.jpg,Home Appliances,Portable Heater
559,Dish Drying Rack,Description of the product,path/to/image.jpg,Home Appliances,Dish Drying Rack
560,Food Processor,Description of the product,path/to/image.jpg,Home Appliances,Food Processor
561,Lawn Mower,Description of the product,path/to/image.jpg,Patio and Garden,Lawn Mower
562,Garden Hose,Description of the product,path/to/image.jpg,Patio and Garden,Garden Hose
563,Patio Furniture,Description of the product,path/to/image.jpg,Patio and Garden,Patio Furniture
564,Garden Shovel,Description of the product,path/to/image.jpg,Patio and Garden,Garden Shovel
565,Grill,Description of the product,path/to/image.jpg,Patio and Garden,Grill
566,Flower Pots,Description of the product,path/to/image.jpg,Patio and Garden,Flower Pots
567,Garden Rake,Description of the product,path/to/image.jpg,Patio and Garden,Garden Rake
568,Outdoor Umbrella,Description of the product,path/to/image.jpg,Patio and Garden,Outdoor Umbrella
569,Weed Trimmer,Description of the product,path/to/image.jpg,Patio and Garden,Weed Trimmer
570,Compost Bin,Description of the product,path/to/image.jpg,Patio and Garden,Compost Bin
571,Patio Heater,Description of the product,path/to/image.jpg,Patio and Garden,Patio Heater
572,Bird Feeder,Description of the product,path/to/image.jpg,Patio and Garden,Bird Feeder
573,Garden Gloves,Description of the product,path/to/image.jpg,Patio and Garden,Garden Gloves
574,Planter Box,Description of the product,path/to/image.jpg,Patio and Garden,Planter Box
575,Outdoor String Lights,Description of the product,path/to/image.jpg,Patio and Garden,Outdoor String Lights
576,Hammock,Description of the product,path/to/image.jpg,Patio and Garden,Hammock
577,Garden Trowel,Description of the product,path/to/image.jpg,Patio and Garden,Garden Trowel
578,Watering Can,Description of the product,path/to/image.jpg,Patio and Garden,Watering Can
579,Garden Kneeler,Description of the product,path/to/image.jpg,Patio and Garden,Garden Kneeler
580,Garden Sprayer,Description of the product,path/to/image.jpg,Patio and Garden,Garden Sprayer
581,Outdoor Fire Pit,Description of the product,path/to/image.jpg,Patio and Garden,Outdoor Fire Pit
582,Garden Cart,Description of the product,path/to/image.jpg,Patio and Garden,Garden Cart
583,Garden Shears,Description of the product,path/to/image.jpg,Patio and Garden,Garden Shears
584,Garden Fork,Description of the product,path/to/image.jpg,Patio and Garden,Garden Fork
585,Solar Garden Lights,Description of the product,path/to/image.jpg,Patio and Garden,Solar Garden Lights
586,Garden Fence,Description of the product,path/to/image.jpg,Patio and Garden,Garden Fence
587,Garden Gnome,Description of the product,path/to/image.jpg,Patio and Garden,Garden Gnome
588,Garden Statue,Description of the product,path/to/image.jpg,Patio and Garden,Garden Statue
589,Outdoor Storage Box,Description of the product,path/to/image.jpg,Patio and Garden,Outdoor Storage Box
590,Garden Soil,Description of the product,path/to/image.jpg,Patio and Garden,Garden Soil
591,Denim Jeans,Description of the product,path/to/image.jpg,Fashion,Denim Jeans
592,Leather Jacket,Description of the product,path/to/image.jpg,Fashion,Leather Jacket
593,Sneakers,Description of the product,path/to/image.jpg,Fashion,Sneakers
594,Sunglasses,Description of the product,path/to/image.jpg,Fashion,Sunglasses
595,Handbag,Description of the product,path/to/image.jpg,Fashion,Handbag
596,Watch,Description of the product,path/to/image.jpg,Fashion,Watch
597,Scarf,Description of the product,path/to/image.jpg,Fashion,Scarf
598,Blazer,Description of the product,path/to/image.jpg,Fashion,Blazer
599,Dress Shoes,Description of the product,path/to/image.jpg,Fashion,Dress Shoes
600,Casual Shirt,Description of the product,path/to/image.jpg,Fashion,Casual Shirt
601,T-Shirt,Description of the product,path/to/image.jpg,Fashion,T-Shirt
602,Sweater,Description of the product,path/to/image.jpg,Fashion,Sweater
603,Dress,Description of the product,path/to/image.jpg,Fashion,Dress
604,Skirt,Description of the product,path/to/image.jpg,Fashion,Skirt
605,Blouse,Description of the product,path/to/image.jpg,Fashion,Blouse
606,Belt,Description of the product,path/to/image.jpg,Fashion,Belt
607,Cap,Description of the product,path/to/image.jpg,Fashion,Cap
608,Backpack,Description of the product,path/to/image.jpg,Fashion,Backpack
609,Sandals,Description of the product,path/to/image.jpg,Fashion,Sandals
610,Boots,Description of the product,path/to/image.jpg,Fashion,Boots
611,Necklace,Description of the product,path/to/image.jpg,Fashion,Necklace
612,Earrings,Description of the product,path/to/image.jpg,Fashion,Earrings
613,Bracelet,Description of the product,path/to/image.jpg,Fashion,Bracelet
614,Ring,Description of the product,path/to/image.jpg,Fashion,Ring
615,Swimwear,Description of the product,path/to/image.jpg,Fashion,Swimwear
616,Jumpsuit,Description of the product,path/to/image.jpg,Fashion,Jumpsuit
617,Tracksuit,Description of the product,path/to/image.jpg,Fashion,Tracksuit
618,Hoodie,Description of the product,path/to/image.jpg,Fashion,Hoodie
619,Lingerie,Description of the product,path/to/image.jpg,Fashion,Lingerie
620,Sports Bra,Description of the product,path/to/image.jpg,Fashion,Sports Bra
621,Baby Stroller,Description of the product,path/to/image.jpg,Baby,Baby Stroller
622,Diapers,Description of the product,path/to/image.jpg,Baby,Diapers
623,Baby Formula,Description of the product,path/to/image.jpg,Baby,Baby Formula
624,Baby Crib,Description of the product,path/to/image.jpg,Baby,Baby Crib
625,Baby Monitor,Description of the product,path/to/image.jpg,Baby,Baby Monitor
626,Baby Clothes,Description of the product,path/to/image.jpg,Baby,Baby Clothes
627,Baby Bottles,Description of the product,path/to/image.jpg,Baby,Baby Bottles
628,Pacifiers,Description of the product,path/to/image.jpg,Baby,Pacifiers
629,Baby Swing,Description of the product,path/to/image.jpg,Baby,Baby Swing
630,Baby Carrier,Description of the product,path/to/image.jpg,Baby,Baby Carrier
631,High Chair,Description of the product,path/to/image.jpg,Baby,High Chair
632,Baby Wipes,Description of the product,path/to/image.jpg,Baby,Baby Wipes
633,Baby Blanket,Description of the product,path/to/image.jpg,Baby,Baby Blanket
634,Diaper Bag,Description of the product,path/to/image.jpg,Baby,Diaper Bag
635,Baby Bathtub,Description of the product,path/to/image.jpg,Baby,Baby Bathtub
636,Baby Shampoo,Description of the product,path/to/image.jpg,Baby,Baby Shampoo
637,Baby Lotion,Description of the product,path/to/image.jpg,Baby,Baby Lotion
638,Teething Toys,Description of the product,path/to/image.jpg,Baby,Teething Toys
639,Baby Books,Description of the product,path/to/image.jpg,Baby,Baby Books
640,Baby Toys,Description of the product,path/to/image.jpg,Baby,Baby Toys
641,Baby Walker,Description of the product,path/to/image.jpg,Baby,Baby Walker
642,Baby Bouncer,Description of the product,path/to/image.jpg,Baby,Baby Bouncer
643,Baby Mattress,Description of the product,path/to/image.jpg,Baby,Baby Mattress
644,Baby Food,Description of the product,path/to/image.jpg,Baby,Baby Food
645,Breast Pump,Description of the product,path/to/image.jpg,Baby,Breast Pump
646,Baby Bibs,Description of the product,path/to/image.jpg,Baby,Baby Bibs
647,Changing Pad,Description of the product,path/to/image.jpg,Baby,Changing Pad
648,Baby Grooming Kit,Description of the product,path/to/image.jpg,Baby,Baby Grooming Kit
649,Baby Safety Gates,Description of the product,path/to/image.jpg,Baby,Baby Safety Gates
650,Baby Car Seat,Description of the product,path/to/image.jpg,Baby,Baby Car Seat
651,Building Blocks,Description of the product,path/to/image.jpg,Toys,Building Blocks
652,Action Figures,Description of the product,path/to/image.jpg,Toys,Action Figures
653,Dolls,Description of the product,path/to/image.jpg,Toys,Dolls
654,Puzzle,Description of the product,path/to/image.jpg,Toys,Puzzle
655,Toy Cars,Description of the product,path/to/image.jpg,Toys,Toy Cars
656,Stuffed Animals,Description of the product,path/to/image.jpg,Toys,Stuffed Animals
657,Board Games,Description of the product,path/to/image.jpg,Toys,Board Games
658,Remote Control Cars,Description of the product,path/to/image.jpg,Toys,Remote Control Cars
659,Toy Train Set,Description of the product,path/to/image.jpg,Toys,Toy Train Set
660,Play-Doh,Description of the product,path/to/image.jpg,Toys,Play-Doh
661,Lego Set,Description of the product,path/to/image.jpg,Toys,Lego Set
662,Toy Kitchen,Description of the product,path/to/image.jpg,Toys,Toy Kitchen
663,Art Supplies,Description of the product,path/to/image.jpg,Toys,Art Supplies
664,Educational Toys,Description of the product,path/to/image.jpg,Toys,Educational Toys
665,Outdoor Playhouse,Description of the product,path/to/image.jpg,Toys,Outdoor Playhouse
666,Scooter,Description of the product,path/to/image.jpg,Toys,Scooter
667,Bicycle,Description of the product,path/to/image.jpg,Toys,Bicycle
668,Play Tent,Description of the product,path/to/image.jpg,Toys,Play Tent
669,Rubik's Cube,Description of the product,path/to/image.jpg,Toys,Rubik's Cube
670,Yo-Yo,Description of the product,path/to/image.jpg,Toys,Yo-Yo
671,Musical Instruments,Description of the product,path/to/image.jpg,Toys,Musical Instruments
672,Video Games,Description of the product,path/to/image.jpg,Toys,Video Games
673,Sports Equipment,Description of the product,path/to/image.jpg,Toys,Sports Equipment
674,Modeling Clay,Description of the product,path/to/image.jpg,Toys,Modeling Clay
675,Finger Puppets,Description of the product,path/to/image.jpg,Toys,Finger Puppets
676,Magic Set,Description of the product,path/to/image.jpg,Toys,Magic Set
677,Toy Soldiers,Description of the product,path/to/image.jpg,Toys,Toy Soldiers
678,Water Gun,Description of the product,path/to/image.jpg,Toys,Water Gun
679,Marbles,Description of the product,path/to/image.jpg,Toys,Marbles
680,Bubble Blower,Description of the product,path/to/image.jpg,Toys,Bubble Blower
681,Vitamin C,Description of the product,path/to/image.jpg,Health and Wellness,Vitamin C
682,Yoga Mat,Description of the product,path/to/image.jpg,Health and Wellness,Yoga Mat
683,Resistance Bands,Description of the product,path/to/image.jpg,Health and Wellness,Resistance Bands
684,Dumbbells,Description of the product,path/to/image.jpg,Health and Wellness,Dumbbells
685,Treadmill,Description of the product,path/to/image.jpg,Health and Wellness,Treadmill
686,Exercise Bike,Description of the product,path/to/image.jpg,Health and Wellness,Exercise Bike
687,Protein Powder,Description of the product,path/to/image.jpg,Health and Wellness,Protein Powder
688,First Aid Kit,Description of the product,path/to/image.jpg,Health and Wellness,First Aid Kit
689,Thermometer,Description of the product,path/to/image.jpg,Health and Wellness,Thermometer
690,Blood Pressure Monitor,Description of the product,path/to/image.jpg,Health and Wellness,Blood Pressure Monitor
691,Hand Sanitizer,Description of the product,path/to/image.jpg,Health and Wellness,Hand Sanitizer
692,Face Mask,Description of the product,path/to/image.jpg,Health and Wellness,Face Mask
693,Essential Oils,Description of the product,path/to/image.jpg,Health and Wellness,Essential Oils
694,Massage Gun,Description of the product,path/to/image.jpg,Health and Wellness,Massage Gun
695,Foam Roller,Description of the product,path/to/image.jpg,Health and Wellness,Foam Roller
696,Running Shoes,Description of the product,path/to/image.jpg,Health and Wellness,Running Shoes
697,Fitness Tracker,Description of the product,path/to/image.jpg,Health and Wellness,Fitness Tracker
698,Yoga Block,Description of the product,path/to/image.jpg,Health and Wellness,Yoga Block
699,Water Bottle,Description of the product,path/to/image.jpg,Health and Wellness,Water Bottle
700,Healthy Snacks,Description of the product,path/to/image.jpg,Health and Wellness,Healthy Snacks
701,Herbal Tea,Description of the product,path/to/image.jpg,Health and Wellness,Herbal Tea
702,Sleep Mask,Description of the product,path/to/image.jpg,Health and Wellness,Sleep Mask
703,Electric Toothbrush,Description of the product,path/to/image.jpg,Health and Wellness,Electric Toothbrush
704,Shampoo,Description of the product,path/to/image.jpg,Health and Wellness,Shampoo
705,Conditioner,Description of the product,path/to/image.jpg,Health and Wellness,Conditioner
706,Body Wash,Description of the product,path/to/image.jpg,Health and Wellness,Body Wash
707,Moisturizer,Description of the product,path/to/image.jpg,Health and Wellness,Moisturizer
708,Sunscreen,Description of the product,path/to/image.jpg,Health and Wellness,Sunscreen
709,Lip Balm,Description of the product,path/to/image.jpg,Health and Wellness,Lip Balm
710,Hair Brush,Description of the product,path/to/image.jpg,Health and Wellness,Hair Brush
